SKU,Brand,Product Name,Price,Package Size,Price per unit,Specials,Tag Description,Online Only,Availability,New Product,Ratings,Department,Product URL,Date
262253,musashi,Musashi P30 Protein Powder Vanilla,,900g,,,,,Unavailable,,4.1,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/262253/musashi-p30-protein-powder-vanilla,2021-04-23
726206,southern comfort,Southern Comfort Bourbon & Cola Cans,,10x375ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/726206/southern-comfort-bourbon-cola-cans,2021-04-23
963209,don antonio,Don Antonio Pasta Sauce Sugo Al Basilico,6.0,500g,$1.20 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/963209/don-antonio-pasta-sauce-sugo-al-basilico,2021-04-23
476796,gourmet garden,Gourmet Garden Mixed Herbs Lightly Dried,3.5,8g sachet,$4.38 / 10G,,,,Available,,0,"['Fruit & Veg', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/476796/gourmet-garden-mixed-herbs-lightly-dried,2021-04-23
814004,pure peninsula,Pure Peninsula Honey Red Gum,,1kg,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/814004/pure-peninsula-honey-red-gum,2021-04-23
99132,zonin,Zonin Regions Soave,,750ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/99132/zonin-regions-soave,2021-04-23
224607,clean & clear,Clean & Clear Morning Burst Facial Cleanser,9.5,240ml,$3.96 / 100ML,,,,Available,,4.8,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/224607/clean-clear-morning-burst-facial-cleanser,2021-04-23
9302,manicare,Manicare Crystal Nail File,8.5,each,$8.50 / 1EA,Specials,,,Available,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/9302/manicare-crystal-nail-file,2021-04-23
764348,l'oreal,L'oreal Paris Face Cream Cell Renewal Night Cream,27.0,30ml,$54.00 / 100ML,Specials,,,Available,,4.66666666666667,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/764348/l-oreal-paris-face-cream-cell-renewal-night-cream,2021-04-23
681121,refresh,Refresh Western Australian Ultra Pure Still Water,,5l,,,,,Unavailable,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/681121/refresh-western-australian-ultra-pure-still-water,2021-04-23
259852,balfours,Balfours Pasties Favourites,,160g,,,,,Unavailable,,0,['Bakery'],https://www.woolworths.com.au/shop/productdetails/259852/balfours-pasties-favourites,2021-04-23
794619,wei lei,Wei Lei Onion Noodles,4.0,5 pack,$0.94 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/794619/wei-lei-onion-noodles,2021-04-23
23208,,Chicken Legs Drumsticks,,per kg,,,,,Unavailable,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/23208/chicken-legs-drumsticks,2021-04-23
47893,annalisa,Annalisa Beans Borlotti,1.5,400g,$3.75 / 1KG,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/47893/annalisa-beans-borlotti,2021-04-23
27084,selsun,Selsun Blue Replenishing Anti-dandruff Shampoo,5.5,200ml,$2.75 / 100ML,,,,Available,,4.92307692307692,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/27084/selsun-blue-replenishing-anti-dandruff-shampoo,2021-04-23
138578,nivea,Nivea Naturally Good Milky Cleanser,7.7,200ml,$3.85 / 100ML,Specials,,,Available,New,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/138578/nivea-naturally-good-milky-cleanser,2021-04-23
53843,nature valley,Nature Valley Crunchy Bars Oats & Honey,5.5,6 pack,$2.18 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/53843/nature-valley-crunchy-bars-oats-honey,2021-04-23
332070,nice & natural,Nice & Natural Roasted Nut Bars Almond,2.0,6 pack,$1.04 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/332070/nice-natural-roasted-nut-bars-almond,2021-04-23
701846,masterfoods,Masterfoods Marinade Honey Bbq,2.5,375g,$0.67 / 100G,,Range was $3.39 24/10/16,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/701846/masterfoods-marinade-honey-bbq,2021-04-23
34559,campbell's,Campbell's Real Chicken Liquid Stock,2.29,500ml,$0.46 / 100ML,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/34559/campbell-s-real-chicken-liquid-stock,2021-04-23
780547,woolworths,Woolworths Crunchy Taco Shells,2.4,12 pack,$1.43 / 100G,,,,Available,,4.17511520737327,['Pantry'],https://www.woolworths.com.au/shop/productdetails/780547/woolworths-crunchy-taco-shells,2021-04-23
47193,daily juice,Daily Juice Apple Juice No Added Sugar,5.0,2l,$2.50 / 1L,,,,Available,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/47193/daily-juice-apple-juice-no-added-sugar,2021-04-23
253940,maggi,Maggi Multipack Instant Cups Noodle Beef,5.0,4 pack,$2.16 / 100G,,Range was $6.50 17/01/2018,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/253940/maggi-multipack-instant-cups-noodle-beef,2021-04-23
321210,cow bombie,Cow Bombie Shiraz Margaret River,11.0,750ml,,Specials,,,Available,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/321210/cow-bombie-shiraz-margaret-river,2021-04-23
27295,,Laundry Basket Oval,5.0,each,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/27295/laundry-basket-oval,2021-04-23
609021,dove,Dove Shampoo Daily Care,8.4,640ml,$1.31 / 100ML,Specials,,,Available,,4.57142857142857,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/609021/dove-shampoo-daily-care,2021-04-23
616734,inspire,Inspire Contour Bath Mat Bobble 48x 48cm Assorted,12.0,each,,,Designs may vary,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/616734/inspire-contour-bath-mat-bobble-48x-48cm-assorted,2021-04-23
884793,loving earth,Loving Earth Salted Caramel Chocolate Chocolate,6.9,80g,$8.63 / 100G,,,,Available,,5,['Pantry'],https://www.woolworths.com.au/shop/productdetails/884793/loving-earth-salted-caramel-chocolate-chocolate,2021-04-23
817501,macro,Macro Organic Chopped Kale Portions,5.0,450g,$11.11 / 1KG,,,,Available,,4.117903930131,['Freezer'],https://www.woolworths.com.au/shop/productdetails/817501/macro-organic-chopped-kale-portions,2021-04-23
61703,swisse,Swisse High Strength C Immune Health Tablets,20.0,150 pack,$13.33 / 100EA,Specials,,,Available,,4.5,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/61703/swisse-high-strength-c-immune-health-tablets,2021-04-23
695650,woolworths,Woolworths Potato Minis,2.9,1kg,$2.90 / 1KG,,,,Available,,4.55743243243243,['Freezer'],https://www.woolworths.com.au/shop/productdetails/695650/woolworths-potato-minis,2021-04-23
793197,woolworths,Woolworths Classic Coleslaw,,400g,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge', 'Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/793197/woolworths-classic-coleslaw,2021-04-23
192179,all natural bakery,All Natural Bakery Bars Slice Oat Fruit & Nut,2.7,100g,$2.70 / 100G,,,,Available,,5,['Pantry'],https://www.woolworths.com.au/shop/productdetails/192179/all-natural-bakery-bars-slice-oat-fruit-nut,2021-04-23
137684,elastoplast,Elastoplast Marvel Avengers Plasters,3.5,20 pack,$3.50 / 1EA,,,,Available,New,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/137684/elastoplast-marvel-avengers-plasters,2021-04-23
32599,masterfoods,Masterfoods Ground Coriander,2.3,25g,$0.92 / 10G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/32599/masterfoods-ground-coriander,2021-04-23
72381,masterfoods,Masterfoods Red Wine Garlic Marinade,2.5,375g,$0.67 / 100G,,Range was $3.39 24/10/16,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/72381/masterfoods-red-wine-garlic-marinade,2021-04-23
882279,woolworths,Woolworths Notebook A4,9.0,120pg 5pk,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/882279/woolworths-notebook-a4,2021-04-23
802646,mccain,Mccain Mixed Vegetables Country Greens,4.5,1kg,$4.50 / 1KG,,Range was $5.00 14/01/2019,,Available,,4.75,['Freezer'],https://www.woolworths.com.au/shop/productdetails/802646/mccain-mixed-vegetables-country-greens,2021-04-23
253619,bonds,Bonds Socks Mens Logo Lowcut Size 6-10,15.0,3pk,$5.00 / 1EA,,Designs may vary,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/253619/bonds-socks-mens-logo-lowcut-size-6-10,2021-04-23
96895,culture house,Culture House Apple & Mango Sour Cider Can,,375ml,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/96895/culture-house-apple-mango-sour-cider-can,2021-04-23
646941,l'oreal,L'oreal Brow Artist Xpert Cool Brown,10.0,each,$33.33 / 10G,Specials,,,Available,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/646941/l-oreal-brow-artist-xpert-cool-brown,2021-04-23
66527,kinder,Kinder Bueno Chocolate,2.0,43g bar,$4.65 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/66527/kinder-bueno-chocolate,2021-04-23
22753,schwarzkopf,Schwarzkopf Extra Care Hair Spray Super Styling Lacquer,7.0,250g,$2.80 / 100G,,,,Available,,4.5,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/22753/schwarzkopf-extra-care-hair-spray-super-styling-lacquer,2021-04-23
466062,sunbeam,Sunbeam Yoghurt Coated Sultanas,4.0,180g,$22.22 / 1KG,,,,Available,,0,"['Pantry', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/466062/sunbeam-yoghurt-coated-sultanas,2021-04-23
248055,colgate,Colgate 2 In 1 Toothpaste & Mouthwash Whitening Liquid Gel,5.35,130g,$4.12 / 100G,,,,Available,,4.9,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/248055/colgate-2-in-1-toothpaste-mouthwash-whitening-liquid-gel,2021-04-23
686929,south coast dairy,South Coast Dairy Creamy Iced Chocolate Flavoured Milk,,500ml,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/686929/south-coast-dairy-creamy-iced-chocolate-flavoured-milk,2021-04-23
921405,brownes,Brownes Chocolate Yogo Original Yoghurt,,170g,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/921405/brownes-chocolate-yogo-original-yoghurt,2021-04-23
630947,woolworths,Woolworths Chocolate Flavoured Milk,3.85,2l,$1.93 / 1L,,,,Available,,4.12,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/630947/woolworths-chocolate-flavoured-milk,2021-04-23
726230,lemnos,Lemnos Haloumi Salt Reduced,6.0,180g,$33.33 / 1KG,,Range was $ 6.98 26/09/2016,,Available,,0,"['Meat, Seafood & Deli', 'Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/726230/lemnos-haloumi-salt-reduced,2021-04-23
740040,babylove,Babylove Nappy Pants Junior 15-25kg,12.0,22 pack,$0.55 / 1EA,Specials,,,Available,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/740040/babylove-nappy-pants-junior-15-25kg,2021-04-23
64341,bellamy's,Bellamy's Apple & Mango Yoghurt,2.3,120g,$1.92 / 100G,,,,Available,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/64341/bellamy-s-apple-mango-yoghurt,2021-04-23
97542,aussie bodies,Aussie Bodies Keto Choc Hazelnut Wafer,3.0,35g,$8.57 / 100G,Specials,,,Available,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/97542/aussie-bodies-keto-choc-hazelnut-wafer,2021-04-23
803664,jack n' jill,Jack N' Jill Coffee 3 In 1,,300g,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/803664/jack-n-jill-coffee-3-in-1,2021-04-23
853209,baily & baily,Baily & Baily Silhouette Chardonnay,7.0,1l,,,,,Available,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/853209/baily-baily-silhouette-chardonnay,2021-04-23
729559,warburn,Warburn Rumours Moscato,5.0,750ml,,Specials,,,Available,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/729559/warburn-rumours-moscato,2021-04-23
125196,the collective,The Collective Probiotic Mango Kefir Yoghurt With Turmeric,4.0,500g,$0.80 / 100G,,,,Available,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/125196/the-collective-probiotic-mango-kefir-yoghurt-with-turmeric,2021-04-23
805415,caltrate,Caltrate Bone & Muscle 50 Plus,10.0,100 pack,$10.00 / 100EA,Specials,,,Available,,5,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/805415/caltrate-bone-muscle-50-plus,2021-04-23
820798,woolworths,Woolworths Bolognese Arancini,5.0,8 pack,$2.08 / 100G,,,,Available,,3.46846846846847,['Freezer'],https://www.woolworths.com.au/shop/productdetails/820798/woolworths-bolognese-arancini,2021-04-23
41287,western star,Western Star Original Butter Block,6.5,500g,$1.30 / 100G,,Range was $7.00 30/06/2020,,Available,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/41287/western-star-original-butter-block,2021-04-23
34483,essano,Essano Collagen Boost Dar Cr?me,17.5,140ml,$12.50 / 100ML,Specials,,,Available,,4,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/34483/essano-collagen-boost-dar-cr-me,2021-04-23
41378,weis,Weis Sorbet Mango,7.0,1l tub,$0.70 / 100ML,,,,Available,,4.85714285714286,['Freezer'],https://www.woolworths.com.au/shop/productdetails/41378/weis-sorbet-mango,2021-04-23
110519,pauls,Pauls Caramel Custard Pouch,2.0,140g,$1.43 / 100G,,,,Available,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/110519/pauls-caramel-custard-pouch,2021-04-23
151924,essano,Essano Scalp Refresh Balancing Conditioner,,300ml,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/151924/essano-scalp-refresh-balancing-conditioner,2021-04-23
254216,papermate,Papermate Liquid Paper Correction Tape I-mini,4.9,3 pack,,Specials,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/254216/papermate-liquid-paper-correction-tape-i-mini,2021-04-23
91380,marsh's,Marsh's Extra Tasty Cheese,13.9,min. 300g,$13.90 / 1KG,,,,Available,,0,"['Dairy, Eggs & Fridge', 'Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/91380/marsh-s-extra-tasty-cheese,2021-04-23
89967,tradie,Tradie Aussie Fit Bikini Diamond Cut Size 12,15.0,3 pack,,,,,Available,,0,[],https://www.woolworths.com.au/shop/productdetails/89967/tradie-aussie-fit-bikini-diamond-cut-size-12,2021-04-23
792993,oob,Oob Organic Raspberries,8.5,450g,$18.89 / 1KG,,Range was $9.70 19/04/2021,,Available,,4.88888888888889,['Freezer'],https://www.woolworths.com.au/shop/productdetails/792993/oob-organic-raspberries,2021-04-23
662129,quilton,Quilton Pocket Packs 4ply Hypo Allergenic,2.0,6 pack,$3.33 / 100SS,,,,Available,,0,"['Household', 'Health & Beauty']",https://www.woolworths.com.au/shop/productdetails/662129/quilton-pocket-packs-4ply-hypo-allergenic,2021-04-23
791617,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,Tobacco Product,https://www.woolworths.com.au/shop/productdetails/791617/jps-silver,2021-04-23
230824,catlux,Catlux Litter Light Clumping,6.9,6l,$1.15 / 1L,,,,Available,,0,['Pet'],https://www.woolworths.com.au/shop/productdetails/230824/catlux-litter-light-clumping,2021-04-23
33183,sunrice,Sunrice White Rice Calrose Medium Grain,3.5,1kg,$0.35 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/33183/sunrice-white-rice-calrose-medium-grain,2021-04-23
479848,pringles,Pringles Sour Cream & Onion Chips,1.9,53g,$3.58 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/479848/pringles-sour-cream-onion-chips,2021-04-23
757630,sistema,Sistema Plasticware Snack To Go,5.0,each,,,,,Available,,0,"['Household', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/757630/sistema-plasticware-snack-to-go,2021-04-23
336488,fluffy,Fluffy Summer Breeze Concentrate Fabric Softener Conditioner,7.0,1l,$7.00 / 1L,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/336488/fluffy-summer-breeze-concentrate-fabric-softener-conditioner,2021-04-23
728607,ultimates indulge,Ultimates Indulge Adult Cat Food Tuna & Barramundi,,85g,,,,,Unavailable,,0,['Pet'],https://www.woolworths.com.au/shop/productdetails/728607/ultimates-indulge-adult-cat-food-tuna-barramundi,2021-04-23
74631,woolworths,Woolworths Home Brew Draught,8.23,1.7kg,$4.84 / 1KG,,,,Available,,0,"['Liquor', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/74631/woolworths-home-brew-draught,2021-04-23
58537,essentials,Essentials White Sugar,1.0,1kg,$0.10 / 100G,,,,Available,,4.89409722222222,['Pantry'],https://www.woolworths.com.au/shop/productdetails/58537/essentials-white-sugar,2021-04-23
753214,india gate,India Gate Golden Sella Rice,16.8,5kg,$0.34 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/753214/india-gate-golden-sella-rice,2021-04-23
172100,masterfoods,Masterfoods Stir Fry Recipe Base Creamy Thai Chicken,2.2,175g,$1.26 / 100G,,3 for $6.00 $1.14/100G,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/172100/masterfoods-stir-fry-recipe-base-creamy-thai-chicken,2021-04-23
829195,mogu mogu,Mogu Mogu Drink Mango,,320ml,,,,,Unavailable,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/829195/mogu-mogu-drink-mango,2021-04-23
826459,aussie natural spring,Aussie Natural Spring Water,,20x600ml,,,,,Unavailable,,0,"['Lunch Box', 'Drinks']",https://www.woolworths.com.au/shop/productdetails/826459/aussie-natural-spring-water,2021-04-23
333339,woolworths,Woolworths Lemonade Bottle,1.0,1.25l,$0.80 / 1L,,,,Available,,4.30089820359281,['Drinks'],https://www.woolworths.com.au/shop/productdetails/333339/woolworths-lemonade-bottle,2021-04-23
8519,golden days,Golden Days Snacks Sesame Snaps,2.5,3x40g,$2.08 / 100G,,,,Available,,4.75,"['Pantry', 'Lunch Box']",https://www.woolworths.com.au/shop/productdetails/8519/golden-days-snacks-sesame-snaps,2021-04-23
270685,maggi,Maggi Brown Onion Gravy,0.8,31g,$0.26 / 10G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/270685/maggi-brown-onion-gravy,2021-04-23
355232,earthstone,Earthstone Bbq Accessory Grill Stone Block,10.5,each,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/355232/earthstone-bbq-accessory-grill-stone-block,2021-04-23
283175,bonds,Bonds Mens Cushioned Sole Size 6-10,15.0,3 pack,$5.00 / 1EA,,Designs may vary,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/283175/bonds-mens-cushioned-sole-size-6-10,2021-04-23
822752,salamanca seafood company,Salamanca Seafood Company Salmon Mince,9.0,400g,$22.50 / 1KG,,,,Available,,0,"['Meat, Seafood & Deli']",https://www.woolworths.com.au/shop/productdetails/822752/salamanca-seafood-company-salmon-mince,2021-04-23
30301,dettol,Dettol Antiseptic Antibacterial Disinfectant Liquid,5.7,250ml,$2.28 / 100ML,,,,Available,,4.89,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/30301/dettol-antiseptic-antibacterial-disinfectant-liquid,2021-04-23
35625,phillips,Phillips Avent Teats 6 Months+ Fast Flow,10.0,2 pack,$5.00 / 1EA,,,,Available,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/35625/phillips-avent-teats-6-months-fast-flow,2021-04-23
117399,hahn,Hahn Premium Light Lager Can,,375ml single,,,,,Unavailable,,0,['Liquor'],https://www.woolworths.com.au/shop/productdetails/117399/hahn-premium-light-lager-can,2021-04-23
106304,streets,Streets Paddle Pop Banana,5.0,8 pack,$0.92 / 100ML,Specials,,,Available,,0,['Freezer'],https://www.woolworths.com.au/shop/productdetails/106304/streets-paddle-pop-banana,2021-04-23
159796,kirks,Kirks Lemonade Cans,6.2,375ml x10 pack,$1.65 / 1L,,Range was $10.55 14/05/2018,,Available,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/159796/kirks-lemonade-cans,2021-04-23
939553,herron,Herron Nicaway Nicotine Lozenges 2mg,20.0,72 pack,$27.78 / 100EA,,,,Available,,4.29,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/939553/herron-nicaway-nicotine-lozenges-2mg,2021-04-23
768911,sanitarium,Sanitarium Up&go Protein Energize Choc,14.0,250ml x12 pack,$4.67 / 1L,,,,Available,,0,"['Lunch Box', 'Pantry']",https://www.woolworths.com.au/shop/productdetails/768911/sanitarium-up-go-protein-energize-choc,2021-04-23
98471,nestle,Nestle Smarties,1.0,50g box,$2.00 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/98471/nestle-smarties,2021-04-23
227523,tresemme,Tresemme Professional Hair Shampoo Deep Cleansing,7.0,900ml,$0.78 / 100ML,,Range was $10.50 13/02/2017,,Available,,4.76923076923077,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/227523/tresemme-professional-hair-shampoo-deep-cleansing,2021-04-23
668168,nippy's,Nippy's Iced Coffee Flavoured Milk,,500ml,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/668168/nippy-s-iced-coffee-flavoured-milk,2021-04-23
788315,wokka,Wokka Noodles Wholegrain,2.7,400g,$0.68 / 100G,,Range was $3.05 13/11/2017,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/788315/wokka-noodles-wholegrain,2021-04-23
505886,balnea,Balnea Hand Sanitiser,2.0,50ml,$4.00 / 100ML,,,,Available,,4.33962264150943,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/505886/balnea-hand-sanitiser,2021-04-23
760557,barilla,Barilla Egg Tagliatelle,2.8,250g,$1.12 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/760557/barilla-egg-tagliatelle,2021-04-23
58607,bonds,Bonds Ladies Boyleg White Size 10,15.0,3 pack,$5.00 / 1EA,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/58607/bonds-ladies-boyleg-white-size-10,2021-04-23
380903,aeroplane,Aeroplane Jelly Lite Vanilla Berry,1.8,2x9g,$10.00 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/380903/aeroplane-jelly-lite-vanilla-berry,2021-04-23
807289,mint,Mint Soft Grip Flexible Turner,4.0,each,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/807289/mint-soft-grip-flexible-turner,2021-04-23
63019,calidad,Calidad Canon 681 Black Xxl,28.0,each,,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/63019/calidad-canon-681-black-xxl,2021-04-23
819945,nivea,Nivea Q10 Firming Anti-wrinkle Night Cream Face Moisturiser,22.0,50ml,$44.00 / 100ML,,,,Available,,4.92307692307692,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/819945/nivea-q10-firming-anti-wrinkle-night-cream-face-moisturiser,2021-04-23
141936,mcobeauty,Mcobeauty Skinny Scrunchies,,5 pack,,,,,Unavailable,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/141936/mcobeauty-skinny-scrunchies,2021-04-23
24813,temptations,Temptations Cat Treats Tasty Chicken,8.0,180g,$4.44 / 100G,,,,Available,,0,['Pet'],https://www.woolworths.com.au/shop/productdetails/24813/temptations-cat-treats-tasty-chicken,2021-04-23
266879,whittaker's,Whittaker's Block Coconut 33% Cocoa,6.0,250g,$2.40 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/266879/whittaker-s-block-coconut-33-cocoa,2021-04-23
134002,bonds,Bonds Women's Pullover Hoodie Extra Large Grey,,each,,,,,Unavailable,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/134002/bonds-women-s-pullover-hoodie-extra-large-grey,2021-04-23
758099,ambi pur,Ambi Pur Plug In Air Freshener Set Linen & Sky,10.5,20ml,$5.25 / 10ML,,,,Available,,0,['Household'],https://www.woolworths.com.au/shop/productdetails/758099/ambi-pur-plug-in-air-freshener-set-linen-sky,2021-04-23
894372,naty,Naty Baby Wipes Unscented,3.5,56 pack,$6.25 / 100EA,Specials,,,Available,,0,['Baby'],https://www.woolworths.com.au/shop/productdetails/894372/naty-baby-wipes-unscented,2021-04-23
251007,woolworths,Woolworths Cumin Ground Ground,1.9,30g,$0.63 / 10G,,,,Available,,4.56733524355301,['Pantry'],https://www.woolworths.com.au/shop/productdetails/251007/woolworths-cumin-ground-ground,2021-04-23
78086,mcobeauty,Mcobeauty Duo Brow Crayon & Highlighter Blonde Light/medium,7.5,each,$78.13 / 10G,Specials,,,Available,,0,['Health & Beauty'],https://www.woolworths.com.au/shop/productdetails/78086/mcobeauty-duo-brow-crayon-highlighter-blonde-light-medium,2021-04-23
307853,sshmallows,Sshmallows Cake Decoration Mallows Mini Assorted,2.0,100g,$2.00 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/307853/sshmallows-cake-decoration-mallows-mini-assorted,2021-04-23
263408,masters,Masters Flavoured Milk Double Shot Iced Coffee,,600ml,,,,,Unavailable,,0,"['Dairy, Eggs & Fridge']",https://www.woolworths.com.au/shop/productdetails/263408/masters-flavoured-milk-double-shot-iced-coffee,2021-04-23
779251,woolworths,Woolworths Frozen Meat Pies,3.85,4 pack,$0.55 / 100G,,,,Available,,4.01560062402496,['Freezer'],https://www.woolworths.com.au/shop/productdetails/779251/woolworths-frozen-meat-pies,2021-04-23
830564,mcvitie's,Mcvitie's Go Ahead Crispy Slices Sultana & Raspberry (5x3pk),1.97,218g,$0.90 / 100G,Specials,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/830564/mcvitie-s-go-ahead-crispy-slices-sultana-raspberry-5x3pk-,2021-04-23
221580,essentials,Essentials Olive Oil Spray,5.5,400g,$1.38 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/221580/essentials-olive-oil-spray,2021-04-23
842037,solo,Solo Lemon Cans,6.2,6x200ml pack,$5.17 / 1L,,,,Available,,0,['Drinks'],https://www.woolworths.com.au/shop/productdetails/842037/solo-lemon-cans,2021-04-23
230392,ardmona,Ardmona Crushed Tomatoes Vine Ripened,1.4,410g,$3.41 / 1KG,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/230392/ardmona-crushed-tomatoes-vine-ripened,2021-04-23
18743,manamin,Manamin Snacks Wafers Chocolate Cubes,3.0,200g,$1.50 / 100G,,,,Available,,0,['Pantry'],https://www.woolworths.com.au/shop/productdetails/18743/manamin-snacks-wafers-chocolate-cubes,2021-04-23
