SKU,Brand,Product Name,Current Price,Price per unit,Unit Size,Previous Price,On Special,Suppliers,Category,Availability,URL,Date
3053422P,Alpecin,Caffeine C1 Shampoo,12.5,$5.00 per 100mL,250mL,,,"[""936508 MCPHERSON'S CONSUMER PRODUCTS P/""]",health-beauty,Available,https://shop.coles.com.au/a/national/product/alpecin-shampoo-caffeine-c1,2021-04-23
318473P,MasterFoods,Vanilla Sugar,2.0,$0.31 per 10G,65g,,,['30791 MARS AUST'],pantry,Available,https://shop.coles.com.au/a/national/product/masterfoods-vanilla-sugar,2021-04-23
6123819P,Razzamatazz,Sheer Reinforced Toe Knee Hi 15 Denier Bonezapper,4.0,,2 pack,,,['936477 PACIFIC BRANDS HOSIERY GROUP (X-'],household,Available,https://shop.coles.com.au/a/national/product/razzamatazz-nylon-bonezapper-pantyhose-knee-hi,2021-04-23
1024401P,Kurrajong Kitchen,Lavosh Original,3.0,$2.07 per 100G,145g,3.9,Specials,"['968504 PND TRADING P/L', '32077 MANASSEN F']",pantry,Available,https://shop.coles.com.au/a/national/product/kurrajong-kitchen-crispbread-lavosh-original,2021-04-23
3119928P,Cook & Dine,Induction Base Aluminium Saucepan,14.0,$14.00 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/cook-dine-induction-base-saucepan-lid,2021-04-23
3801593P,Old El Paso,Tortilla Pockets Kit,5.0,$1.33 per 100G,375g,7.5,Specials,['407364 GENERAL MILLS AUST P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/old-el-paso-tortilla-pockets,2021-04-23
3496569P,Coles,Ultimate Apple Pie Cookies 12 Pack,3.5,$1.56 per 100G,225g,,,['975054 BANKETBAKKERIJ MERBA BV'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/coles-ultimate-biscuits-apple-pie,2021-04-23
3245343P,Coles,Ultimate Peanut Butter Cups Ice Cream Tubs,6.0,$1.27 per 100mL,473mL,,,['935177 NORCO FOODS (HOUSEBRAND A/C)'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-ultimate-icecream-peanut-butter-cups,2021-04-23
3313727P,Mission,Low Carb Wraps 6 pack,4.0,$1.39 per 100G,288g,5.0,Specials,['953327 GRUMA OCEANIA P/L'],bakery,Available,https://shop.coles.com.au/a/national/product/mission-wraps-low-carb-6-pack,2021-04-23
9115001P,Duru,Bulgur Brown Fine,2.4,$2.40 per 1Kg,1kg,3.0,Specials,"['972150 BASFOODS AUSTRALIA PTY LTD (X-DO', '959573 BASFOODS (AUST) P/L', '980252 BASFOODS INTERNATIONAL PTY LTD', '974640 BASFOODS AUSTRALIA PTY LTD (FIW)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/duru-bulgar-extra-fine-brown,2021-04-23
3734340P,Bosisto's,Stress Roll On 10ml,15.0,$15.00 per 1Ea,10mL,,,['109606 FELTON GRIMWADE & BICKFORD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/bosisto-s-stress-roll-on-10ml,2021-04-23
8162108P,Ambi,Pur Air Effect Sweet Citrus & Zest,6.0,$2.18 per 100G,275g,,,['422720 PROCTER & GAMBLE AUST P/L'],household,Available,https://shop.coles.com.au/a/national/product/swet-citrus-zest,2021-04-23
3150860P,Coles,Butter Popcorn,2.2,$2.20 per 100G,100g,,,"['645575 SUPERPOP P/L', '937551 SUPERPOP P/L (PRIVATE LABEL)']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-popcorn-butter,2021-04-23
3628477P,Dulcolax,Constipation Relief Tablets,12.0,$0.15 per 1Ea,80 pack,,,['944967 SANOFI-AVENTIS HEALTHCARE P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/dulcolax-tablets-5mg-80s-3628477p,2021-04-23
3512224P,Coles,Nature's Kitchen Yellow Curry Tempeh,5.35,$2.68 per 100G,200g,,,['728292 NUTRISOY P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-yellow-curry-tempeh-3512224p,2021-04-23
3756397P,Beauty Bites,Choc Cherry Coconut,4.0,$12.50 per 100G,32g,,,"['977494 KRUMBLED FOODS', '656186 COLES SUPERMARKETS (EXP)']",pantry,Available,https://shop.coles.com.au/a/national/product/beauty-bites-choc-cherry-coconut-3756397p,2021-04-23
3260380P,Oreo,Cadbury Coated Mint Biscuit 6 x 2 pack,3.8,$1.86 per 100G,204g,,,"['145823 OVERSEAS SUPPLIER', '967206 KRAFT FOODS AUST P/L (COOKIES)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/oreo-choc-coated-biscuit-mint,2021-04-23
9274050P,Oak,Vanilla Malt Flavoured Milk,3.1,$5.17 per 1L,600ml,,,"['37079 LACTALIS AUSTRALIA P/L', '959594 PARMALAT FOOD PRODUCTS P/L', '367702 CAPITOL CHILLED FOODS (AUST) P/L', '944347 LACTALIS AUSTRALIA P/L', '930769 DAIRY FARMERS DIRECT', '934369 NATIONAL FOODS MILK LTD NSW', '959595 PARMALAT FOOD PRODUCTS P/L (SA)', '957695 DAIRY VALE FOODS P/L', '377708 CHACE AGENCIES', '964518 PARMALAT FOOD PRODUCTS P/L (NSW']",drinks,Available,https://shop.coles.com.au/a/national/product/oak-milk-flavoured-vanilla-malt,2021-04-23
5474750P,Norco,Mighty Cool Chocolate Flavoured Milk,2.0,$8.00 per 1L,250mL,,,"['35955 FONTERRA BRANDS (AUST) P/L (P&B)', '967898 NORCO FOODS (BRANDED MILK)', '950564 FONTERRA BRANDS (AUST) P/L']",drinks,Available,https://shop.coles.com.au/a/national/product/calciyum-milk-flavoured-chocolate,2021-04-23
9107546P,Coles Deli,Salads Tub Jumbo Classic Pasta,10.0,$10.00 per 1Ea,1 each,,,"['961779 PMFRESH PTY LTD', '413062 HOMESTYLE SALADS', '656186 COLES SUPERMARKETS (EXP)', '962422 SUNFRESH SALADS', '756806 SALADFRESH']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/coles-salad-tub-classic-pasta-jumbo-from-the-deli,2021-04-23
136487P,Cadbury,Flake Chocolate Bar,1.0,$3.33 per 100G,30g,2.0,Specials,"['419796 KRAFT JACOB SUCHARD (AUST) P/L', '806712 HUNTER WHOLESALE CONFECTIONERS P', '618748 CADBURY P/', '10626 TRANS TERRITORY FOODS (KATHERINE', '950533 A & W HOLLIER WHOLESALE DISTRIBU']",pantry,Available,https://shop.coles.com.au/a/national/product/cadbury-flake-chocolate-bar,2021-04-23
6379233P,Whittaker's,Coconut Milk Chocolate Block,6.0,$2.40 per 100G,250g,,,['642941 JH WHITTAKER & SONS LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/whittakers-block-chocolate-coconut,2021-04-23
5269900P,Hoyts,Sweet Paprika,3.4,$0.18 per 10G,190g,3.8,Specials,['21300 HOYT FOOD MANUF IND P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/hoyts-paprika-sweet,2021-04-23
5179148P,Coles,Orange Flavour Drink,1.0,$0.80 per 1L,1.25L,,,"['733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVE', '44059 ASAHI BEVERAGES PTY LTD', '965174 TRU BLU BE', '806063 P & N BEVE']",drinks,Available,https://shop.coles.com.au/a/national/product/coles-soft-drink-orange,2021-04-23
4727340P,Continental,Value Pack Pasta & Sauce Chicken Curry,3.0,$2.00 per 100G,150g,,Specials,['421901 UNILEVER A/ASIA FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/continental-value-pack-pasta-sauce-chicken-curry,2021-04-23
2621177P,Oral-B,Fresh Clean Value Pack Soft Toothbrush,10.5,$2.10 per 1Ea,5 pack,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/oral-b-fresh-clean-fours,2021-04-23
1726668P,Earth Choice,Ultra Concentrate Front & Top Loader Laundry Liquid,6.0,$6.00 per 1L,1L,,,['653217 NATURES ORGANICS P/L'],household,Available,https://shop.coles.com.au/a/national/product/earth-choice-ultra-concentrate-laundry-liquid-1726668p,2021-04-23
3785759P,Buono,Mochi Ice Mango,5.6,$3.59 per 100G,156g,7.0,Specials,['971918 ORIENTAL MERCHANT PTY LTD'],frozen,Available,https://shop.coles.com.au/a/national/product/buono-mochi-ice-mango-3785759p,2021-04-23
3506764P,Green & Blacks,Organic Dark Chocolate,3.0,$3.33 per 100G,90g,4.25,Specials,['618748 CADBURY P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/green-blacks-block-choc-organic-dark-85,2021-04-23
2781821P,Coles,Tartare Sauce,2.0,$0.87 per 100G,230g,,,['970181 MON Natural Foods Pty Limited Co'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-tartare-sauce,2021-04-23
1517238P,Mortein,NaturGard Odourless Insect Bomb,16.0,$4.27 per 100G,3 pack,,,"['975782 RB (HYGIENE HOME) AUSTRALIA PTY', '672882 RECKITT BENCKISER (AUST) P/L']",household,Available,https://shop.coles.com.au/a/national/product/mortein-insect-bomb-naturgard-odourless,2021-04-23
128183P,Kikkoman,Soy Sauce,4.2,$2.80 per 100mL,150mL,,,['635294 KIKKOMAN AUST P/L.'],international-foods,Available,https://shop.coles.com.au/a/national/product/kikkoman-soy-sauce-128183p,2021-04-23
3762913P,Tom Organic,Period Brief Regular Flow Size S,15.0,$15.00 per 1Ea,1 each,,,"['976023 ASALEO PERSONAL CARE', '967792 TOM ORGANIC']",health-beauty,Available,https://shop.coles.com.au/a/national/product/tom-organic-regular-the-period-brief,2021-04-23
3955815P,Elevate,Healthy Weight Cat Chicken Chunks With Carrot & Pumpkin In gravy,2.0,$2.35 per 100G,85g,,,['972649 SAFCOL AUSTRALIA PTY LTD (CB)'],pet,Available,https://shop.coles.com.au/a/national/product/chckn-wth-crrts-pmkn-grv-3955815p-1,2021-04-23
3269159P,Coles,Vanilla Flavoured Meringue Kisses,4.0,$4.00 per 100G,100g,,,['972889 THE COUNTRY CHEF BAKERY CO'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-meringue-kisses,2021-04-23
3562506P,Klorane,Oat Milk Dry Shampoo,16.0,$10.67 per 100mL,150mL,,,['973704 PIERRE FABRE AUSTRALIA'],health-beauty,Available,https://shop.coles.com.au/a/national/product/klorane-dry-shampoo-oat-milk,2021-04-23
3229449P,Barkers,Strawberry & Apple Compote,4.5,$15.00 per 1Kg,300g,,,['942269 BARKER FRUIT PROCESSORS LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/barkers-strawberry-apple-compote,2021-04-23
3817130P,Codral,Relief Cold & Flu Tablets,9.0,$0.90 per 1Ea,10 pack,,,['24058 JOHNSON & JOHNSON PACIFIC P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/codral-relief-cold-flu-10-s,2021-04-23
5322591P,Old El Paso,Reduced Salt Spice Mix Taco Mild,2.0,$0.67 per 10G,30g,,,['407364 GENERAL MILLS AUST P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/old-el-paso-taco-seasoning-mix-salt-reduced,2021-04-23
3987753P,Swisse,Manuka Honey Daily Glow Foaming Cleanser,6.5,$5.42 per 100mL,120mL,13.0,Specials,['953875 SWISSE VITAMINS (ACCOUNT NO 2 )'],health-beauty,Available,https://shop.coles.com.au/a/national/product/daily-glow-cleanser,2021-04-23
7673677P,Aeroplane,Lime Jelly Crystals 30% Reduced Sugar,1.25,$1.47 per 100G,85g,,,['32590 MCCORMICK FOODS AUST P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/aeroplane-25%25-reduced-sugar-jelly-lime,2021-04-23
4569839P,Ice Break,Regular Strength Real Coffee,5.0,$2.50 per 1L,2L,5.3,Specials,"['944347 LACTALIS AUSTRALIA P/L', '37079 LACTALIS AUSTRALIA P/L', '959595 PARMALAT FOOD PRODUCTS P/L (SA)', '959594 PARMALAT FOOD PRODUCTS P/L']",drinks,Available,https://shop.coles.com.au/a/national/product/ice-break-milk-flavoured-iced-coffee-4569839p,2021-04-23
4201751P,Difflam,Plus Anaesthetic Sore Throat Spray,19.0,$63.34 per 100mL,30mL,,,['974294 INOVA PHARMACEUTICALS PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/sore-throat-spray,2021-04-23
6027371P,Benefiber,Natural Fibre Supplement,12.0,$7.74 per 100G,155g,,,"['971903 GLAXOSMITHKLINE CONSUMER HEALTHC', '941661 NOVARTIS CONSUMER HEALTH A/ASIA']",health-beauty,Available,https://shop.coles.com.au/a/national/product/benefiber-fibre-supplement-powder-non-thick-natural,2021-04-23
3744707P,Bref,Blue Active In Bowl Eucalyptus Twin Pack,7.0,,100 GRAM,,,['HENKEL AUSTRALIA PTY LTD'],household,Available,https://shop.coles.com.au/a/national/product/bref-blue-active-in-bowl-eucalyptus-twin-pack,2021-04-23
3864006P,Cook & Dine,Cutlery Set,4.0,$0.33 per 1Ea,12 pack,,,['973755 DATS PTY LTD (COLESBRAND)'],household,Available,https://shop.coles.com.au/a/national/product/cok-dine-cutlery-set-cok-dine-cutlery-set-3864006p,2021-04-23
8913346P,Johnson & Johnson,Baby Bath Wash Top To Toe,8.99,$1.80 per 100mL,500mL,,,['24058 JOHNSON & JOHNSON PACIFIC P/L'],baby,Available,https://shop.coles.com.au/a/national/product/johnsons-baby-top-to-toe-wash,2021-04-23
3083456P,Aoun,Rose Water,4.0,$8.00 per 1L,500mL,,,['968853 GAGANIS BROS (FIW)'],international-foods,Available,https://shop.coles.com.au/a/national/product/aoun-rose-water,2021-04-23
5289995P,Connoisseur,Cafe Grande Gourmet Ice Cream Tub,7.5,$0.75 per 100mL,1L,11.0,Specials,"['35955 FONTERRA BRANDS (AUST) P/L (P&B)', '643751 NESTLE PETERS ICE CREAM', '968585 PETERS ICE CREAM']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/nestle-connoisseur-ice-cream-cafe-grande,2021-04-23
2143461P,Hanabi,Frozen Korean Vegetable Gyoza,10.0,$1.48 per 100G,675g,,,"['971918 ORIENTAL MERCHANT PTY LTD', '641316 ORIENTAL MERCHANT P/L']",international-foods,Available,https://shop.coles.com.au/a/national/product/hanabi-frozen-korean-vegetable-gyoza,2021-04-23
3837070P,Kellogg's,Just Right Granola Cereal Fusion Almond & Cashew,4.8,$1.20 per 100G,400g,6.0,Specials,['25054 KELLOGG AUST P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/just-right-granola-cereal-fusion-almond-cashew-,2021-04-23
3216913P,Abbott's Village Bakery,Gluten Free Rustic White Bread,6.0,$1.20 per 100G,500g,7.0,Specials,"['45616 TIP TOP BAKERIES (BRANDED FROZEN', '920782 TIP TOP BAKERIES']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/abbotts-village-bakery-gluten-free-rustic-white,2021-04-23
3896115P,Bounce,Hazelnut Cacao Brekkie Bar,6.0,$4.00 per 100G,150g,,,['968704 BOUNCE FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/bounce-hazelnut-cacao-brekkie-bar,2021-04-23
3898620P,Keep It Cleaner,Nut Butter Filled Balls Cinnamon Bun With Cashew Butter Filling,3.5,$8.75 per 100G,40g,,,['974286 METRO FOOD CO PTY LTD'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/kic-nut-butter-filled-cin-bun-w-cash-butt,2021-04-23
3635199P,OB Finest,Gluten Free Pistachio & Fig Speciality Crackers,6.0,$4.62 per 100G,130g,,,['971433 FINE FOOD HOLDINGS'],mothers-day,Available,https://shop.coles.com.au/a/national/product/ob-finest-specialty-crackers-fig-pistachio,2021-04-23
9867700P,Nestle,Plaistowe Premium Cocoa,6.0,$3.33 per 100G,180g,,,['621994 NESTLE AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/nestle-plaistowe-cocoa-premium,2021-04-23
1996094P,Nature's Way,Super Greens Boost,20.0,$20.00 per 100G,100g,,,['479551 PHARM-A-CARE LABORATORIES P/L'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/natures-way-super-greens-boost,2021-04-23
3984438P,Kb's,Raw Prawn,28.0,$28.00 per 1Kg,1kg,,,['757250 KB SEAFOOD COMPANY PTY LTD'],frozen,Available,https://shop.coles.com.au/a/national/product/raw-prawn,2021-04-23
5860301P,Coles,Fruit Sticks 24 pack,3.55,$0.74 per 100G,480g,,,['921491 LIONCEL P/'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-smart-buy-snack-fruit-sticks-assorted,2021-04-23
6874345P,MasterFoods,Mild American Mustard,3.5,$1.40 per 100G,250g,,Specials,['30791 MARS AUST GROCERY ACCOUNT'],pantry,Available,https://shop.coles.com.au/a/national/product/masterfoods-mustard-mild-american-squeezy,2021-04-23
2459396P,Coles,French Dressing,1.8,$0.60 per 100mL,300mL,,,"['973965 BEGA CHEESE LIMITED (COLESBRAND)', '26239 KRAFT FOODS LTD', '966727 KRAFT FOODS (HOUSEBRAND)']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-french-salad-dressing,2021-04-23
3049254P,Nivea,Men Pure Impact Shower Gel & Body Wash,6.0,$1.20 per 100mL,500mL,7.5,Specials,['936507 BEIERSDORF AUST LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/nivea-men-shower-gel-pure-impact,2021-04-23
1991647P,Coles,Kitchen Pasta Salad,5.9,$7.38 per 1Kg,800g,,,"['939312 FRESH PRODUCE DC (NSW)', '961779 PMFRESH PTY LTD', '756806 SALADFRESH', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/coles-pasta-salad,2021-04-23
3536970P,Revlon,Colorstay Ultimate Suede Iconic Lipstick 055,27.0,$105.88 per 10G,2.55g,,,['38083 REVLON AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/revlon-colorstay-ultimate-suede-iconic-lipstick,2021-04-23
3944025P,Hershey's,Cookies N Creme Cone 4 Pack,6.0,$1.17 per 100mL,512mL,8.5,Specials,['39063 BULLA DAIRY FOODS'],frozen,Available,https://shop.coles.com.au/a/national/product/cokies-n-creme-cone-4-pk,2021-04-23
3193410P,Moccona,Espresso Coffee Capsules 10 pack,6.0,$11.54 per 100G,52g,,,['633861 JACOBS DOUWE EGBERTS AU P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/moccona-coffee-capsules-espresso-10,2021-04-23
6907295P,Mother,Energy Drink Cans 500mL,6.85,$3.43 per 1L,4 pack,6.9,Specials,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']",drinks,Available,https://shop.coles.com.au/a/national/product/mother-energy-drink-can,2021-04-23
5726014P,Coles,Shredded Parmesan Cheese,4.4,$17.60 per 1Kg,250g,,,"['974876 SAPUTO DAIRY AUSTRALIA (SDA)', '965630 BEGA CHEESE LTD (HOUSEBRAND)', '965764 BEGA CHEESE LTD (SBU) (HOUSEBRAN', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '937068 FONTERRA BRANDS (AUST) P/L H/BRA']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-cheese-shredded-parmesan,2021-04-23
3563258P,Coles,Caper Berries,3.5,$12.07 per 1Kg,290g,3.7,Specials,['962302 NERI IND ALIMENTARE SRL'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-caper-berries,2021-04-23
3920118P,Coles,Chicken Tortellini,4.0,$0.67 per 100G,600g,,,['943427 DA VINCI FOODS P/L (PRIVATE LABE'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-chicken-tortellini,2021-04-23
3798160P,Ikina,Stainless Steel Double Wall Bottle 600mL,16.0,$16.00 per 1Ea,1 each,,,['975760 GLOBALEYES DISTRIBUTION PTY LTD'],household,Available,https://shop.coles.com.au/a/national/product/ikina-stainless-stel-double-wall-bottle,2021-04-23
1724141P,Fancy Feast,Delights Tuna & Cheddar Canned Cat Food,1.45,$1.71 per 100G,85g,,Specials,"['971213 NESTLE PURINA PETCARE', '605450 NESTLE AUST LTD FRISKIES PET CAR']",pet,Available,https://shop.coles.com.au/a/national/product/fancy-feast-delights-tuna-cheddar-canned-cat-food,2021-04-23
3051132P,Mr.Chen's,Frozen Family Dumpling Pack 20 Pieces,15.0,$2.40 per 100G,625g,17.0,Specials,"['971299 CHEN FOODS', '985251 CHEN FOODS GROUP']",frozen,Available,https://shop.coles.com.au/a/national/product/mr-chens-family-dumpling-pack,2021-04-23
3404684P,Air Wick,Pure Fresh Berries Aerosol,7.0,$4.40 per 100G,159g,,,"['975782 RB (HYGIENE HOME) AUSTRALIA PTY', '672882 RECKITT BENCKISER (AUST) P/L']",household,Available,https://shop.coles.com.au/a/national/product/air-wick-pure-aerosol-fresh-berries,2021-04-23
3897912P,Dairy Farmers Classic,Vanilla Malt Milk,3.0,$6.00 per 1L,500mL,,,['665282 LD & D AUST P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/dairy-farmers-classic-vanilla-malt-milk,2021-04-23
5346057P,Pureharvest,Organic Apple Juice Bottle,4.0,$4.00 per 1L,1L,,,['272400 PUREHARVES'],health-beauty,Available,https://shop.coles.com.au/a/national/product/pureharvest-organic-apple-juice,2021-04-23
3308192P,Schwarzkopf,Nordic Blonde M1 Streaking Kit,20.0,$20.00 per 1Ea,1 pack,,,['65480 HENKEL AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/schwarzkopf-nordic-blonde-m1-streaking-kit,2021-04-23
3784304P,Cook & Dine,Coffee First Mug,4.0,$4.00 per 1Ea,1 each,,Specials,"[""962791 STONEAGE CERAMICS INT'L HONG KON"", '962438 H & H ASIA LTD']",household,Available,https://shop.coles.com.au/a/national/product/cok-dine-coffe-first-mug,2021-04-23
4215971P,Coles Finest,Finest Macaroni & Cheese,14.0,$2.00 per 100G,700g,,,['979047 CHEF FRESH PTY LTD (JFF) (CB)'],convenience-meals,Available,https://shop.coles.com.au/a/national/product/macaroni-chese,2021-04-23
2885532P,Stonefire,Roasted Garlic Naan 2 pack,3.5,$1.40 per 100G,250g,,,['973608 FGF BRANDS INC'],convenience-meals,Available,https://shop.coles.com.au/a/national/product/stonefire-garlic-naan,2021-04-23
3828181P,Royal Fields,Soup Mix Continental,4.5,$0.90 per 100G,500g,,,"['974640 BASFOODS AUSTRALIA PTY LTD (FIW)', '980252 BASFOODS INTERNATIONAL PTY LTD']",international-foods,Available,https://shop.coles.com.au/a/national/product/royal-fields-soup-mix-continental,2021-04-23
2591940P,Coles Bakery,Coconut Drops,2.0,$0.17 per 1Ea,12 pack,,,['656186 COLES SUPERMARKETS (EXP)'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-bakery-coconut-drops,2021-04-23
3319698P,Farmers Market,Grain Free Chicken Loaf With Carrots & Peas Dog Food,2.75,$0.69 per 100G,400g,,,['959649 AUSTRALIAN PET BRANDS P/L WET (P'],pet,Available,https://shop.coles.com.au/a/national/product/farmers-market-dog-food-gf-lf-wth-rst-crts-peas,2021-04-23
8667895P,Coles,Traditional Rolled Oats,2.75,$0.55 per 100G,500g,3.75,Specials,"['653861 KADAC P/L', '968925 ANNEX FOODS PTY LTD', '965259 KADAC P/L (HOUSEBRAND)']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-organic-rolled-oats-creamy-style,2021-04-23
5969300P,Sirena,La Vita Lite Tuna in Oil,2.7,$28.42 per 1Kg,95g,,,"['730475 VALCORP FINE FOODS P/L', '971920 ICONIC FOOD DISTRIBUTION PTY LTD']",pantry,Available,https://shop.coles.com.au/a/national/product/sirena-tuna-lite-in-oil,2021-04-23
7588170P,Glade,Sense & Spray Automatic Air Freshener Hawaiian Breeze Refill,5.9,$48.36 per 100G,12.2g,6.25,Specials,['131601 SC JOHNSON & SON P/L'],household,Available,https://shop.coles.com.au/a/national/product/glade-sense-spray-air-freshener-refill-hawaiian,2021-04-23
3631904P,Avalanche,Caramel Sugar Free Coffee Sachets,5.5,$0.55 per 1Ea,10 pack,,,['968546 AVALANCHE COFFEE LTD'],drinks,Available,https://shop.coles.com.au/a/national/product/avalanche-caramel-99-sugar-free-sachets,2021-04-23
2827911P,Nestle,NAN Supreme Stage 1 Formula,24.0,$3.00 per 100G,800g,30.0,Specials,['621994 NESTLE AUST LTD'],baby,Available,https://shop.coles.com.au/a/national/product/nan-optipro--ha-gold-formula-stage-1,2021-04-23
3049039P,Obela,Smooth Classic Hommus Singles 3 Pack,3.0,$1.67 per 100G,180g,,,['966070 OBELA FRESH DIPS AND SPREADS P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/obela-smooth-classic-hommus-singles-3pk,2021-04-23
3003694P,Coles,I'm Free From Iced Carrot Cake,8.5,$1.70 per 100G,500g,,,"['959609 SOURCE FOOD & DRINK (HOUSEBRAND)', '656186 COLES SUPERMARKETS (EXP)']",bakery,Available,https://shop.coles.com.au/a/national/product/coles-gluten-free-iced-carrot-cake,2021-04-23
289794P,Schwarzkopf,Extra Care Strong Styling Hair Spray,7.0,$2.80 per 100G,250g,,,['65480 HENKEL AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/schwarzkopf-extra-care-hairspray-strong-styling,2021-04-23
3774140P,Bubs,Organic Grass Fed Formula Stage 2 Follow On,24.0,$3.00 per 100G,800g,30.0,Specials,['969734 THE INFANT FOOD CO. PTY LIMITED'],baby,Available,https://shop.coles.com.au/a/national/product/bubs-organic-grass-fed-formula-stage-2-follow-on,2021-04-23
4249791P,Coles,Tomato & Cheese Spaghetti,0.9,$0.21 per 100G,420g,,,"['935027 HJ HEINZ CO (PRIVATE LABEL)', '933282 SPC ARDMONA OPERATIONS LTD (PRIV']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-spaghetti-with-cheese,2021-04-23
3017542P,Coles,Pepitas,2.0,$13.33 per 1Kg,150g,2.5,Specials,"['925431 TRUMPS (PRIVATE LABEL)', '965928 SCALZO FOOD INDS (GROC) (HOUSEBR', '939013 COLES SUPERMARKETS P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/coles-pepitas-3017542p,2021-04-23
5728508P,Vegeta,Real Gourmet Stock,5.7,$1.14 per 100G,500g,6.4,Specials,"['935180 BENJAMIN FINE FOODS', '954043 PODRAVKA INTL P/L AUST', '104167 MARCO POLO FOODS P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/podravka-vegeta-stock-gourmet-5728508p,2021-04-23
3606736P,VS Sassoon,Led Lighted Mirror,30.0,$30.00 per 1Ea,1 pack,,,['975794 CONAIR AUSTRALIA PTY LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/vs-sassoon-mirror-led-lighted-silver,2021-04-23
8761000P,Coles,Shave Foam,2.3,$0.92 per 100G,250g,,,"['14401 ENSIGN LABORATORIES P/L (HOUSEBR', '655091 AARON LABORATORIES P/L']",health-beauty,Available,https://shop.coles.com.au/a/national/product/coles-smart-buy-shaving-foam-aerosol,2021-04-23
3400355P,Oral-B,3D White Whitening Therapy Sensitivity Care Toothpaste,12.0,$12.63 per 100G,95g,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/oral-b-3d-white-whitening-therapy-sensitivity-care,2021-04-23
3920457P,Coles,Kitchen Creamy Carbonara Sauce,4.2,$0.99 per 100G,425g,,,['979047 CHEF FRESH PTY LTD (JFF) (CB)'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-kitchen-creamy-carbonara-sauce,2021-04-23
